,Entretien
16526,MODIFIER - AJUSTEMENT D'USAGE
16527,REMPLACER - BATTERIE
16528,NETTOYER / LAVER - BATTERIE,REMPLACER - FABRIQUE SYSTÈME ÉLECTRIQUE,VÉRIFIER - SOUPAPE SYSTÈME PRINCIPAL
16529,RÉPARER - CHASSIS PIÈCE CARROSSERIE
16530,RÉPARER - CHASSIS PIÈCE CARROSSERIE
16531,RÉPARER - SYSTÈME DE KLAXON
16532,REMPLACER - LUMIÈRE DE JOUR (Day running light)
16533,REMPLACER - BATTERIE
16534,RECHERCHER PANNE (diagnostic) - FILAGE ÉLECTRIQUE
16535,REMPLACER - PNEU PNEU ROUE
16536,REMPLACER - PNEU PNEU ROUE
16537,REMPLACER - POMPE À EAU,RÉPARER - COLLECTEUR (Manifold)
16538,RÉPARER - COLLET
16539,REMPLACER - PNEU PNEU ROUE
16540,RÉPARER - CHAUFFAGE GAZ RÉFRIGÉRANT A/C SYSTÈME DE CLIMATISATION,REMPLACER - PNEU PNEU ROUE
16541,INSTALLER - CHASSIS PIÈCE CARROSSERIE
16542,REMPLACER - PNEU PNEU ROUE,REMPLACER - CHASSIS PIÈCE CARROSSERIE
16543,INSTALLER - PNEU PNEU ROUE
16544,REMPLACER - PNEU PNEU ROUE
16545,INSTALLER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
16546,REMPLACER - PNEU PNEU ROUE
16547,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
16548,REMPLACER - PNEU PNEU ROUE
16549,REMPLACER - PNEU MOYEU (Hud de roue) ROUE,REMPLACER - PNEU PNEU ROUE
16550,REMPLACER - PNEU PNEU ROUE
16551,REMPLACER - PNEU PNEU ROUE
16552,REMPLACER - PNEU PNEU ROUE
16553,REMPLACER - PNEU PNEU ROUE
16554,REMPLACER - PNEU PNEU ROUE
16555,REMPLACER - PNEU PNEU ROUE
16556,RÉPARER - PNEU PNEU ROUE
16557,REMPLACER - PNEU PNEU ROUE
16558,REMPLACER - PNEU PNEU ROUE
16559,REMPLACER - PNEU PNEU ROUE
16560,REMPLACER - PNEU PNEU ROUE
16561,REMPLACER - PNEU PNEU ROUE
16562,REMPLACER - PNEU PNEU ROUE
16563,REMPLACER - PNEU PNEU ROUE
16564,REMPLACER - PNEU PNEU ROUE
16565,REMPLACER - PNEU PNEU ROUE
16566,REMPLACER - PNEU PNEU ROUE
16567,REMPLACER - PNEU PNEU ROUE
16568,REMPLACER - PNEU PNEU ROUE
16569,REMPLACER - PNEU PNEU ROUE,REMPLACER - PNEU PNEU ROUE
16570,INSTALLER - PNEU PNEU ROUE
16571,REMPLACER - PNEU PNEU ROUE
16572,REMPLACER - PNEU PNEU ROUE
16573,REMPLACER - PNEU PNEU ROUE
16574,REMPLACER - PNEU PNEU ROUE
16575,INSTALLER - PNEU PNEU ROUE
16576,REMPLACER - PNEU PNEU ROUE,REMPLACER - PNEU PNEU ROUE
16577,REMPLACER - PNEU PNEU ROUE
16578,REMPLACER - PNEU PNEU ROUE
16579,REMPLACER - PNEU PNEU ROUE
16580,REMPLACER - PNEU PNEU ROUE
16581,REMPLACER - PNEU PNEU ROUE
16582,REMPLACER - PNEU PNEU ROUE
16583,REMPLACER - PNEU PNEU ROUE
16584,REMPLACER - PNEU PNEU ROUE
16585,REMPLACER - PNEU PNEU ROUE
16586,REMPLACER - DISQUES
16587,REMPLACER - CODE DÉFAUT ABS (Fault code),REMPLACER - PNEU PNEU ROUE
16588,VÉRIFIER - FABRIQUE SYSTÈME ÉLECTRIQUE,VÉRIFIER - FABRIQUE SYSTÈME ÉLECTRIQUE,REMPLACER - LUBRIFICATION
16589,REMPLACER - FABRIQUE SYSTÈME ÉLECTRIQUE
16590,REMPLACER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
16591,REMPLACER - BOYAUX
16592,INSTALLER - AJUSTEMENT D'USAGE
16593,REMPLACER - PNEU PNEU ROUE
16594,INSTALLER - PNEU PNEU ROUE
16595,RÉPARER - CODE DÉFAUT MOTEUR (Fault code)
16596,REMPLACER - CODE DÉFAUT TABLEAU DE BORD (Fault code)
16597,REMPLACER - DISQUES
16598,Autre - Véh. Léger
16599,REMPLACER - JOINT ÉTANCHÉITÉ,REMPLACER - TRANSMISSION HUILE (entretien) + FILTRE BOÎTE DE TRANSFERT,REMPLACER - VALVE ET BOYAUX
16600,RÉPARER - HUILE (entretien),REMPLACER - CHASSIS PIÈCE CARROSSERIE
16601,REMPLACER - PNEU PNEU ROUE
16602,REMPLACER - BIELLE DE RÉACTION (Torque rod),REMPLACER - RÉCEPTEUR (Booster)
16603,REMPLACER - PNEU PNEU ROUE
16604,REMPLACER - PNEU PNEU ROUE
16605,REMPLACER - PNEU PNEU ROUE
16606,INSTALLER - PNEU PNEU ROUE
16607,REMPLACER - PNEU PNEU ROUE
16608,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
16609,RÉPARER - CHASSIS PIÈCE CARROSSERIE
16610,VÉRIFIER - FILAGE ÉLECTRIQUE,RECHERCHER PANNE (diagnostic) - CODE DÉFAUT MOTEUR (Fault code)
16611,RÉPARER - PNEU CAP D'ESSIEU ROUE
16612,REMPLACER - PNEU PNEU ROUE,REMPLACER - TUYAUX,RÉPARER - COURROIE
16613,REMPLACER - RÉSERVOIR À AIR,REMPLACER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - BATTERIE,REMPLACER - RADIATEUR
16614,RÉPARER - CHASSIS PIÈCE CARROSSERIE
16615,REMPLACER - AJUSTEMENT D'USAGE
16616,REMPLACER - VANAIR
16617,RÉPARER - BOYAUX
16618,RÉPARER - AJUSTEMENT D'USAGE
16619,REMPLACER - AJUSTEMENT D'USAGE
16620,RECHERCHER PANNE (diagnostic) - FILAGE ÉLECTRIQUE
16621,REMPLACER - BATTERIE
16622,VÉRIFIER - POMPE À INJECTION
16623,RÉPARER - CODE DÉFAUT MOTEUR (Fault code)
16624,RECHERCHER PANNE (diagnostic) - ESPAR,RÉPARER - ESPAR
16625,RÉPARER - POULIE FOLLE,REMPLACER - BATTERIE
16626,RÉPARER - VANAIR
16627,MODIFIER - AJUSTEMENT D'USAGE
16628,REMPLACER - TUYAUX ET BOYAUX,REMPLACER - POULIE FOLLE,REMPLACER - ÉTRIERS,REMPLACER - TRANSMISSION BOYAUX BOÎTE DE TRANSFERT,REMPLACER - RADIATEUR,REMPLACER - TRANSMISSION BOYAUX BOÎTE DE TRANSFERT
16629,REMPLACER - POULIE FOLLE
16630,REMPLACER - COURROIE
16631,AJUSTER - AJUSTEMENT D'USAGE
16632,MODIFIER - AJUSTEMENT D'USAGE
16633,MODIFIER - AJUSTEMENT D'USAGE
16634,MODIFIER - AJUSTEMENT D'USAGE
16635,MODIFIER - AJUSTEMENT D'USAGE
16636,MODIFIER - AJUSTEMENT D'USAGE
16637,MODIFIER - AJUSTEMENT D'USAGE
16638,REMPLACER - AJUSTEMENT D'USAGE,RÉPARER - AJUSTEMENT D'USAGE
16639,MODIFIER - AJUSTEMENT D'USAGE
16640,MODIFIER - AJUSTEMENT D'USAGE
16641,MODIFIER - AJUSTEMENT D'USAGE
16642,MODIFIER - AJUSTEMENT D'USAGE
16643,MODIFIER - AJUSTEMENT D'USAGE
16644,RÉPARER - BOYAUX
16645,RECHERCHER PANNE (diagnostic) - CODE DÉFAUT TABLEAU DE BORD (Fault code)
16646,REMPLACER - CAPTEUR
16647,REMPLACER - SILENCIEUX,REMPLACER - CHASSIS PIÈCE CARROSSERIE
16648,VÉRIFIER - AMORTISSEUR,RÉPARER - TRANSMISSION TRANSMISSION AUTOMATIQUE BOÎTE DE TRANSFERT
16649,MODIFIER - AJUSTEMENT D'USAGE
16650,MODIFIER - AJUSTEMENT D'USAGE
16651,INSTALLER - AJUSTEMENT D'USAGE
16652,MODIFIER - AJUSTEMENT D'USAGE
16653,MODIFIER - AJUSTEMENT D'USAGE
16654,MODIFIER - AJUSTEMENT D'USAGE
16655,REMPLACER - GARDE-BOUE,RÉPARER - AIR DRYER,REMPLACER - COLLET
16656,RÉPARER - CHASSIS PIÈCE CARROSSERIE,RÉPARER - FILAGE ÉLECTRIQUE,MODIFIER - TUYAUX,RÉPARER - CHASSIS PIÈCE CARROSSERIE
16657,RÉPARER - TRANSMISSION TRANSMISSION AUTOMATIQUE BOÎTE DE TRANSFERT
16658,REMPLACER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - COUSSIN
16659,SURVOLTER - BATTERIE
16660,RÉPARER - CHASSIS PIÈCE CARROSSERIE
16661,REMPLACER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
16662,INSPECTER VISUELLEMENT - INSPECTION À L'INTERNE
16663,INSTALLER - INSPECTION À L'INTERNE
16664,RÉPARER - CHASSIS PIÈCE CARROSSERIE
16665,REMPLACER - PNEU PNEU ROUE
16666,REMPLACER - BATTERIE
16667,REMPLACER - BATTERIE
16668,RÉPARER - LIQUIDE REFROIDISSEMENT (entret.)+FILTRE
16669,RÉPARER - CODE DÉFAUT MOTEUR (Fault code),RECHERCHER PANNE (diagnostic) - CODE DÉFAUT MOTEUR (Fault code)
16670,REMPLACER - HUILE + FILTRE
16671,REMPLACER - BATTERIE,REMPLACER - BATTERIE,REMPLACER - TRANSMISSION ARBRE D'ENTRAÎNEMENT (Drive shaft) BOÎTE DE TRANSFERT,REMPLACER - TRANSMISSION JOINT UNIVERSEL BOÎTE DE TRANSFERT
16672,RECHERCHER PANNE (diagnostic) - COMPRESSEUR
16673,INSTALLER - CHASSIS PIÈCE CARROSSERIE
16674,RÉPARER - CODE DÉFAUT TABLEAU DE BORD (Fault code)
16675,RÉPARER - FILAGE ÉLECTRIQUE
16676,REMPLACER - RADIATEUR,REMPLACER - POMPE À EAU,REMPLACER - CHASSIS PIÈCE CARROSSERIE
16677,MODIFIER - AJUSTEMENT D'USAGE
16678,AJUSTER - HUILE + FILTRE
16679,RÉPARER - ESPAR
16680,RÉPARER - FILAGE ÉLECTRIQUE,REMPLACER - FILAGE ÉLECTRIQUE
16681,RÉPARER - ESPAR
16682,MODIFIER - AJUSTEMENT D'USAGE,AJUSTER - AJUSTEMENT D'USAGE
16683,MODIFIER - AJUSTEMENT D'USAGE
16684,REMPLACER - CHASSIS PIÈCE CARROSSERIE
16685,RÉPARER - BIELLE DE RÉACTION (Torque rod)
16686,RÉPARER - CODE DÉFAUT MOTEUR (Fault code)
16687,REMPLACER - DISQUES
16688,MODIFIER - AJUSTEMENT D'USAGE
16689,VÉRIFIER - COMPOSANTE MAJEURE DU MOTEUR,VÉRIFIER - TENSIONNEUR
16690,REMPLACER - ALTERNATEUR,RÉPARER - FLÈCHE SIGNALÉTIQUE
16691,REMPLACER - BOYAUX À AIR,RECHERCHER PANNE (diagnostic) - LUMIÈRE DE JOUR (Day running light),RÉPARER - DISQUES
16692,RÉPARER - BOYAUX À AIR
16693,RÉPARER - FABRIQUE SYSTÈME ÉLECTRIQUE
16694,MODIFIER - BATTERIE
16695,MODIFIER - AJUSTEMENT D'USAGE
16696,MODIFIER - CHASSIS PIÈCE CARROSSERIE,INSTALLER - AJUSTEMENT D'USAGE
16697,RÉPARER - BATTERIE
16698,INSTALLER - AJUSTEMENT D'USAGE
16699,MODIFIER - AJUSTEMENT D'USAGE,MODIFIER - AJUSTEMENT D'USAGE
16700,RÉPARER - AJUSTEMENT D'USAGE,RÉPARER - AJUSTEMENT D'USAGE
16701,MODIFIER - AJUSTEMENT D'USAGE
16702,INSTALLER - AJUSTEMENT D'USAGE
16703,RÉPARER - CHASSIS PIÈCE CARROSSERIE
16704,VÉRIFIER - BATTERIE,VÉRIFIER - CODE DÉFAUT MOTEUR (Fault code)
16705,AJUSTER - AJUSTEMENT D'USAGE
16706,INSTALLER - AJUSTEMENT D'USAGE
16707,REMPLACER - PNEU PNEU ROUE,REMPLACER - DISQUES
16708,MODIFIER - AJUSTEMENT D'USAGE,INSTALLER - AJUSTEMENT D'USAGE
16709,RECHERCHER PANNE (diagnostic) - LUMIÈRE DE JOUR (Day running light)
16710,REMPLACER - CHAUFFAGE FILTRE A/C SYSTÈME DE CLIMATISATION,RÉPARER - VANAIR
16711,RÉPARER - AJUSTEMENT D'USAGE,TOURNER / MACHINER / FABRIQUER - AJUSTEMENT D'USAGE
16712,RÉPARER - SABOTS
16713,RÉPARER - FILAGE ÉLECTRIQUE
16714,RÉPARER - CHAUFFAGE CONTRÔLE SYSTÈME DE CLIMATISATION
16715,RECHERCHER PANNE (diagnostic) - CODE DÉFAUT MOTEUR (Fault code)
16716,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
16717,RÉPARER - CHASSIS PIÈCE CARROSSERIE
16718,REMPLACER - ESSUIE-GLACE,RÉPARER - AJUSTEMENT D'USAGE,INSTALLER - AJUSTEMENT D'USAGE
16719,RÉPARER - AJUSTEMENT D'USAGE
16720,REMPLACER - BATTERIE
16721,RÉPARER - LUMIÈRE DE JOUR (Day running light)
16722,REMPLACER - AIR DRYER,REMPLACER - HUILE + FILTRE
16723,AJUSTER - LIQUIDE REFROIDISSEMENT (entret.)+FILTRE,REMPLACER - AMORTISSEUR,RÉPARER - DÉMARREUR,AJUSTER - SABOTS
16724,RÉPARER - CYLINDRE DE LEVAGE
16725,VÉRIFIER - INSPECTION À L'EXTERNE
16726,RECHERCHER PANNE (diagnostic) - CODE DÉFAUT MOTEUR (Fault code),REMPLACER - BRAS D'ESSUIE-GLACE
16727,VÉRIFIER - VALVE DE SUSPENSION
16728,VÉRIFIER - THERMOSTAT
16729,RÉPARER - LUMIÈRE DE JOUR (Day running light)
16730,RÉPARER - AJUSTEMENT D'USAGE
16731,Autre - Véh. Lourd
16732,REMPLACER - GYROPHARE
16733,REMPLACER - BATTERIE
16734,PEINTURER - CHASSIS FINITION PEINTURE CARROSSERIE
16735,VÉRIFIER - BATTERIE
16736,REMPLACER - BATTERIE,REMPLACER - COMPOSANTE MAJEURE DU MOTEUR
16737,RÉPARER - FABRIQUE SYSTÈME ÉLECTRIQUE,REMPLACER - BATTERIE,RÉPARER - FILAGE ÉLECTRIQUE
16738,AJUSTER - FABRIQUE SYSTÈME ÉLECTRIQUE
16739,REMPLACER - ALTERNATEUR
16740,RÉPARER - PNEU PNEU ROUE,REMPLACER - RÉCEPTEUR (Booster)
16741,REMPLACER - PNEU PNEU ROUE,REMPLACER - CHASSIS PIÈCE CARROSSERIE,RÉPARER - BOYAUX,REMPLACER - RÉFLECTEUR
16742,VÉRIFIER - PNEU PNEU ROUE
16743,MODIFIER - AJUSTEMENT D'USAGE
16744,REMPLACER - PNEU PNEU ROUE
16745,SOUDER - AJUSTEMENT D'USAGE
16746,RÉPARER - FABRIQUE SYSTÈME ÉLECTRIQUE
16747,VÉRIFIER - ALIGNEMENT DU VÉHICULE
16748,RÉPARER - FILAGE ÉLECTRIQUE
16749,INSTALLER - AJUSTEMENT D'USAGE,AJUSTER - AJUSTEMENT D'USAGE
16750,RÉPARER - BOYAUX
16751,REMPLACER - BATTERIE
16752,REMPLACER - FABRIQUE SYSTÈME ÉLECTRIQUE
16753,RÉPARER - FILAGE ÉLECTRIQUE,INSTALLER - FILAGE ÉLECTRIQUE
16754,RÉPARER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
16755,RÉPARER - FLÈCHE SIGNALÉTIQUE,REMPLACER - COURROIE,REMPLACER - TENSIONNEUR,RECHERCHER PANNE (diagnostic) - CODE DÉFAUT MOTEUR (Fault code)
16756,REMPLACER - AIR DRYER,REMPLACER - FUITE HUILE
16757,RÉPARER - SYSTÈME DE CAMÉRA,REMPLACER - CHASSIS PIÈCE CARROSSERIE
16758,RÉPARER - FABRIQUE SYSTÈME ÉLECTRIQUE
16759,MODIFIER - AJUSTEMENT D'USAGE
16760,VÉRIFIER - ALTERNATEUR
16761,REMPLACER - PNEU PNEU ROUE,REMPLACER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - LUMIÈRE DE JOUR (Day running light)
16762,RÉPARER - SYSTÈME D'ALARME
16763,RÉPARER - FILAGE ÉLECTRIQUE
16764,VÉRIFIER - FILAGE ÉLECTRIQUE
16765,REMPLACER - FILAGE ÉLECTRIQUE,RÉPARER - FILAGE ÉLECTRIQUE
16766,REMPLACER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
16767,RÉPARER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
16768,REMPLACER - CHASSIS PIÈCE CARROSSERIE
16769,REMPLACER - CHASSIS PIÈCE CARROSSERIE
16770,REMPLACER - CHASSIS PIÈCE CARROSSERIE
16771,REMPLACER - BATTERIE
16772,RECHERCHER PANNE (diagnostic) - DISQUES,RECHERCHER PANNE (diagnostic) - TABLE DE SUSPENSION
16773,REMPLACER - BATTERIE
16774,REMPLACER - CHASSIS PIÈCE CARROSSERIE
16775,REMPLACER - COLLET
16776,VÉRIFIER - BATTERIE
16777,AJUSTER - POMPE À INJECTION
16778,INSTALLER - AJUSTEMENT D'USAGE
16779,MODIFIER - AJUSTEMENT D'USAGE
16780,RÉPARER - COLLET,RÉPARER - CODE DÉFAUT TRANSMISSION (Fault code)
16781,RÉPARER - CYLINDRE DE LEVAGE
16782,RÉPARER - BOYAUX À SERVO-DIRECTION
16783,REMPLACER - TUYAUX,RÉPARER - TRANSMISSION TRANSMISSION AUTOMATIQUE BOÎTE DE TRANSFERT
16784,RÉPARER - CYLINDRE DE LEVAGE,REMPLACER - BIELLE DE RÉACTION (Torque rod)
16785,REMPLACER - BOYAUX
16786,RÉPARER - CHASSIS PIÈCE CARROSSERIE
16787,REMPLACER - CHASSIS PIÈCE CARROSSERIE
16788,RÉPARER - CHASSIS PIÈCE CARROSSERIE
16789,RÉPARER - AJUSTEMENT D'USAGE
16790,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
16791,MODIFIER - PELLE (Pépine)
16792,REMPLACER - PNEU MOYEU (Hud de roue) ROUE
16793,INSTALLER - AJUSTEMENT D'USAGE
16794,INSTALLER - AJUSTEMENT D'USAGE
16795,RÉPARER - AJUSTEMENT D'USAGE
16796,RÉPARER - AJUSTEMENT D'USAGE
16797,MODIFIER - CHASSIS PIÈCE CARROSSERIE
16798,RÉPARER - AJUSTEMENT D'USAGE
16799,RÉPARER - AJUSTEMENT D'USAGE
16800,RÉPARER - AJUSTEMENT D'USAGE
16801,RÉPARER - AJUSTEMENT D'USAGE,AJUSTER - AJUSTEMENT D'USAGE
16802,RÉPARER - CHASSIS PIÈCE CARROSSERIE
16803,RÉPARER - CHASSIS PIÈCE CARROSSERIE
16804,INSTALLER - AJUSTEMENT D'USAGE
16805,RÉPARER - CHASSIS PIÈCE CARROSSERIE
16806,AJUSTER - AJUSTEMENT D'USAGE
16807,RÉPARER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
16808,RECHERCHER PANNE (diagnostic) - ESPAR
16809,RÉPARER - JET DE LAVE-VITRE,REMPLACER - COUSSIN
16810,AJUSTER - AJUSTEMENT D'USAGE
16811,RÉPARER - AJUSTEMENT D'USAGE
16812,RÉPARER - CHASSIS PIÈCE CARROSSERIE
16813,INSTALLER - AJUSTEMENT D'USAGE
16814,RÉPARER - ALTERNATEUR
16815,RÉPARER - FILAGE ÉLECTRIQUE
16816,RÉPARER - AJUSTEMENT D'USAGE
16817,RÉPARER - CODE DÉFAUT ESPAR (Fault code)
16818,REMPLACER - BATTERIE
16819,INSTALLER - AJUSTEMENT D'USAGE
16820,MODIFIER - FILAGE ÉLECTRIQUE
16821,INSTALLER - CHASSIS PIÈCE CARROSSERIE
16822,REMPLACER - PNEU ROULEMENT DE ROUE (bearing de roue) ROUE,REMPLACER - DISQUES,REMPLACER - FLÈCHE SIGNALÉTIQUE
16823,REMPLACER - ALTERNATEUR,REMPLACER - ALTERNATEUR
16824,RÉPARER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
16825,INSPECTER VISUELLEMENT - CHASSIS INSPECTION VISUEL CARROSSERIE
16826,REMPLACER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
16827,RÉPARER - POMPE À ESSENCE
16828,RÉPARER - CYLINDRE DE LEVAGE
16829,RÉPARER - COMPOSANTE MAJEURE DU MOTEUR,RÉPARER - FILAGE ÉLECTRIQUE,RÉPARER - FILAGE ÉLECTRIQUE,RECHERCHER PANNE (diagnostic) - CODE DÉFAUT ABS (Fault code)
16830,REMPLACER - PNEU CAP D'ESSIEU ROUE,REMPLACER - BIELLE DE RÉACTION (Torque rod),REMPLACER - PNEU PNEU ROUE,REMPLACER - BIELLE DE RÉACTION (Torque rod)
16831,RÉPARER - CHASSIS PIÈCE CARROSSERIE,RÉPARER - GYROPHARE
16832,REMPLACER - LUMIÈRE DE JOUR (Day running light)
16833,RÉPARER - FLÈCHE SIGNALÉTIQUE
16834,MODIFIER - SYSTÈME DE CAMÉRA
16835,REMPLACER - AJUSTEMENT D'USAGE
16836,RECHERCHER PANNE (diagnostic) - ESPAR
16837,REMPLACER - BATTERIE
16838,REMPLACER - COUSSIN,VÉRIFIER - BATTERIE
16839,RÉPARER - TRANSMISSION TRANSMISSION AUTOMATIQUE BOÎTE DE TRANSFERT
16840,VÉRIFIER - GYROPHARE
16841,RÉPARER - AJUSTEMENT D'USAGE
16842,AJUSTER - BATTERIE
16843,RECHERCHER PANNE (diagnostic) - FILAGE ÉLECTRIQUE
16844,REMPLACER - POMPE À EAU,VÉRIFIER - ALTERNATEUR
16845,REMPLACER - CHASSIS PIÈCE CARROSSERIE
16846,REMPLACER - FABRIQUE SYSTÈME ÉLECTRIQUE
16847,REMPLACER - AJUSTEMENT D'USAGE
16848,REMPLACER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - BATTERIE
16849,RÉPARER - FILAGE ÉLECTRIQUE,RÉPARER - FABRIQUE SYSTÈME ÉLECTRIQUE
16850,RÉPARER - ESPAR,REMPLACER - AJUSTEMENT D'USAGE
16851,VÉRIFIER - BATTERIE
16852,REMPLACER - AJUSTEMENT D'USAGE
16853,REMPLACER - LUMIÈRE DE JOUR (Day running light)
16854,REMPLACER - BATTERIE
16855,REMPLACER - AMORTISSEUR,REMPLACER - CAPTEUR
16856,REMPLACER - GYROPHARE
16857,REMPLACER - BATTERIE
16858,VÉRIFIER - BATTERIE
16859,REMPLACER - PNEU PNEU ROUE
16860,REMPLACER - PNEU PNEU ROUE
16861,REMPLACER - SYSTÈME ESSUIE-GLACE ET LAVE VITRE,RÉPARER - LUMIÈRE DE JOUR (Day running light),RÉPARER - PNEU PNEU ROUE
16862,REMPLACER - LUMIÈRE DE JOUR (Day running light)
16863,REMPLACER - LUMIÈRE DE JOUR (Day running light)
16864,REMPLACER - DISQUES
16865,RÉPARER - TOILE DE BENNE
16866,RECHERCHER PANNE (diagnostic) - INSTRUMENT TABLEAU DE BORD (Gauge dash),RECHERCHER PANNE (diagnostic) - FILAGE ÉLECTRIQUE
16867,RÉPARER - TRANSMISSION TRANSMISSION AUTOMATIQUE BOÎTE DE TRANSFERT
16868,RÉPARER - TOILE DE BENNE
16869,AJUSTER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - PNEU PNEU ROUE
16870,INSTALLER - AJUSTEMENT D'USAGE,REMPLACER - CHASSIS PIÈCE CARROSSERIE
16871,RECHERCHER PANNE (diagnostic) - FILAGE ÉLECTRIQUE
16872,RECHERCHER PANNE (diagnostic) - ESPAR
16873,MODIFIER - ESPAR
16874,REMPLACER - POMPE À EAU
16875,REMPLACER - AIR DRYER
16876,MODIFIER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
16877,INSTALLER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
16878,REMPLACER - AIR DRYER,REMPLACER - RÉCEPTEUR (Booster)
16879,RÉPARER - MIROIR CHAUFFANT
16880,REMPLACER - PNEU PNEU ROUE
16881,REMPLACER - AJUSTEMENT D'USAGE
16882,RÉPARER - LIQUIDE REFROIDISSEMENT (entret.)+FILTRE
16883,VÉRIFIER - BATTERIE
16884,REMPLACER - BIELLE DE RÉACTION (Torque rod),REMPLACER - SABOTS,REMPLACER - SABOTS
16885,REMPLACER - BOYAUX À AIR
16886,VÉRIFIER - CYLINDRE DE LEVAGE,RÉPARER - LUMIÈRE DE JOUR (Day running light)
16887,RECHERCHER PANNE (diagnostic) - COMPRESSEUR À AIR
16888,PEINTURER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
16889,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
16890,MODIFIER - AJUSTEMENT D'USAGE
16891,RÉPARER - CODE DÉFAUT ABS (Fault code)
16892,RÉPARER - BOYAUX
16893,VÉRIFIER - BATTERIE
16894,RÉPARER - SYSTÈME D'ALARME
16895,REMPLACER - AIR DRYER
16896,RÉPARER - TRANSMISSION TRANSMISSION AUTOMATIQUE BOÎTE DE TRANSFERT
16897,MODIFIER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
16898,RÉPARER - AJUSTEMENT D'USAGE
16899,REMPLACER - PNEU CAP D'ESSIEU ROUE
16900,MODIFIER - AJUSTEMENT D'USAGE
16901,REMPLACER - TUYAUX
16902,MODIFIER - TUYAUX
16903,RÉPARER - LUBRIFICATION
16904,AJUSTER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE,RÉPARER - FABRIQUE SYSTÈME ÉLECTRIQUE,AJUSTER - SABOTS
16905,REMPLACER - HUILE + FILTRE
16906,VÉRIFIER - BATTERIE
16907,REMPLACER - BATTERIE
16908,REMPLACER - DÉMARREUR
16909,MODIFIER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
16910,REMPLACER - BATTERIE
16911,REMPLACER - CHASSIS PIÈCE CARROSSERIE
16912,REMPLACER - PNEU PNEU ROUE
16913,REMPLACER - POULIE FOLLE
16914,RÉPARER - FILAGE ÉLECTRIQUE,INSTALLER - CHASSIS PIÈCE CARROSSERIE
16915,REMPLACER - BATTERIE
16916,REMPLACER - COMPRESSEUR,RÉPARER - CHASSIS PIÈCE CARROSSERIE,INSPECTER VISUELLEMENT - COMPRESSEUR
16917,REMPLACER - COURROIE
16918,RÉPARER - CYLINDRE DE DIRECTION
16919,REMPLACER - AJUSTEMENT D'USAGE
16920,AJUSTER - AJUSTEMENT D'USAGE
16921,TOURNER / MACHINER / FABRIQUER - AJUSTEMENT D'USAGE
16922,VÉRIFIER - COMPRESSEUR,VÉRIFIER - CODE DÉFAUT VANAIR (Fault code)
16923,REMPLACER - BATTERIE
16924,REMPLACER - BATTERIE
16925,VÉRIFIER - CODE DÉFAUT MOTEUR (Fault code)
16926,INSTALLER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
16927,RÉPARER - BOYAUX
16928,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
16929,REMPLACER - BATTERIE
16930,MODIFIER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
16931,REMPLACER - DIFFÉRENTIEL SERVO-BLOCAGE (Power divide
16932,RÉPARER - CHASSIS INSPECTION VISUEL CARROSSERIE,RÉPARER - ALTERNATEUR
16933,RECHERCHER PANNE (diagnostic) - BOYAUX
16934,REMPLACER - PNEU PNEU ROUE
16935,RECHERCHER PANNE (diagnostic) - ESPAR
16936,VÉRIFIER - ALIGNEMENT DU VÉHICULE
16937,REMPLACER - AJUSTEMENT D'USAGE
