,Entretien
829,REMPLACER - LUMIÈRE DE TABLEAU DE BORD,AJUSTER - AILE,RÉPARER - TOILE DE BENNE
830,REMPLACER - POMPE À ESSENCE
831,REMPLACER - PNEU ARRIÈRE
832,NETTOYER / LAVER - VENTILATEUR DU MOTEUR
833,RECHERCHER PANNE (DIAGNOSTIQUE) - RADIO COM
834,REMPLACER - BANC D'AMÉNAGEMENT,AJUSTER - BANC D'AMÉNAGEMENT
835,RECHERCHER PANNE (DIAGNOSTIQUE) - JOINT D'ESSIEU,REMPLACER - JOINT D'ESSIEU
836,RECHERCHER PANNE (DIAGNOSTIQUE) - FLÈCHE SIGNALÉTIQUE,RÉPARER - GAZ RÉFRIGÉRANT,RECHERCHER PANNE (DIAGNOSTIQUE) - RADIO COM,NETTOYER / LAVER - MOYEU (HUB),RECHERCHER PANNE (DIAGNOSTIQUE) - ALTERNATEUR
837,REPOSITIONNER - PNEU ARRIÈRE
838,RECHERCHER PANNE (DIAGNOSTIQUE) - CAPTEUR D'OXYGÈNE,REMPLACER - CAPTEUR D'OXYGÈNE
839,RECHERCHER PANNE (DIAGNOSTIQUE) - BOYAUX
840,REMPLACER - PNEU ARRIÈRE
841,RECHERCHER PANNE (DIAGNOSTIQUE) - COURROIE MOTEUR
842,REMPLACER - TAMBOURS ARRIÈRE,RECHERCHER PANNE (DIAGNOSTIQUE) - TAMBOURS ARRIÈRE
843,RECHERCHER PANNE (DIAGNOSTIQUE) - CONVERTISSEUR DE COURANT
844,REMPLACER - TUYAUX À ESSENCE
845,REMPLACER - GYROPHARE
846,REMPLACER - BOÎTIER DE DIRECTION (STEERING BOX)
847,REPOSITIONNER - BANC D'AMÉNAGEMENT
848,RECHERCHER PANNE (DIAGNOSTIQUE) - BATTERIE DU VÉHICULE
849,REMPLACER - FEUX DE CROISEMENT
850,AJUSTER - ARBRE D'ENTRAÎNEMENT (DRIVE SHAFT)
851,REMPLACER - ALTERNATEUR
852,REMPLACER - SIÈGE DE VÉHICULE
853,REMPLACER - PNEU AVANT
854,REMPLACER - PLAQUETTES ARRIÈRE
855,RECHERCHER PANNE (DIAGNOSTIQUE) - EMBRAYAGE (CLUTCH)
856,REMPLACER - DISQUES AVANT
857,RECHERCHER PANNE (DIAGNOSTIQUE) - FAN CLUTCH
858,REMPLACER - DISQUES AVANT
859,VÉRIFIER - FILAGE ÉLECTRIQUE
860,RÉPARER - PORTE
861,REMPLACER - DISQUES AVANT
862,REMPLACER - DISQUES ARRIÈRE
863,REMPLACER - SABOTS ARRIÈRE
864,REMPLACER - DISQUES AVANT
865,REMPLACER - DISQUES AVANT
866,RECHERCHER PANNE (DIAGNOSTIQUE) - INJECTEUR
867,RÉPARER - SYSTÈME DE KLAXON,RÉPARER - FUSIBLE POUR LUMIÈRE,RECHERCHER PANNE (DIAGNOSTIQUE) - SYSTÈME DE KLAXON
868,REMPLACER - SYSTÈME D'ESSUIE-GLACE
869,RECHERCHER PANNE (DIAGNOSTIQUE) - COMPRESSEUR
870,REMPLACER - DISQUES ARRIÈRE
871,REMPLACER - PRISE 110 VOLTS
872,REMPLACER - SABOTS ARRIÈRE
873,RECHERCHER PANNE (DIAGNOSTIQUE) - PLAQUETTES AVANT
874,REMPLACER - AMORTISSEUR,REMPLACER - RÉSERVOIR DE CARBURANT,REMPLACER - COLLET,RECHERCHER PANNE (DIAGNOSTIQUE) - BOYAUX DE TURBO
875,REMPLACER - DISQUES AVANT,REMPLACER - DISQUES ARRIÈRE
876,REMPLACER - PLAQUETTES ARRIÈRE
877,REMPLACER - BATTERIE AUXILIAIRE
878,RECHERCHER PANNE (DIAGNOSTIQUE) - COMPRESSEUR À AIR
879,AJUSTER - BATTERIE DU VÉHICULE
880,REMPLACER - DISQUES AVANT
881,REMPLACER - GARNITURE DE FREIN À MAIN (SAVANA),REMPLACER - GARNITURE DE FREIN À MAIN (SAVANA)
882,REMPLACER - CLIGNOTANT
883,RÉPARER - TRIM
884,REMPLACER - DISQUES AVANT
885,REMPLACER - BATTERIE DU VÉHICULE
886,REMPLACER - BATTERIE DU VÉHICULE
887,REMPLACER - DISQUES AVANT,REMPLACER - SABOTS ARRIÈRE
888,REMPLACER - SYSTÈME D'ESSUIE-GLACE
889,REMPLACER - MIROIR
890,REMPLACER - BOYAUX D'ÉCHAPPEMENT
891,REMPLACER - PLAQUETTES ARRIÈRE
892,REMPLACER - PLAQUETTES ARRIÈRE
893,REMPLACER - PLAQUETTES ARRIÈRE
894,REMPLACER - DISQUES AVANT
895,RECHERCHER PANNE (DIAGNOSTIQUE) - COLLET
896,REMPLACER - ESSUIE-GLACE,RÉPARER - BANC D'AMÉNAGEMENT
897,REMPLACER - DISQUES AVANT,REMPLACER - SABOTS ARRIÈRE
898,REMPLACER - POMPE À ESSENCE
899,REMPLACER - DISQUES ARRIÈRE,REMPLACER - PLAQUETTES ARRIÈRE
900,REMPLACER - CONNECTEUR (SOCKET) (DE LUMIÈRE)
901,RÉPARER - SUPPORT
902,REMPLACER - CARROSSERIE GÉNÉRALE
903,REMPLACER - DISQUES ARRIÈRE
904,RÉPARER - TIROIR
905,REMPLACER - DISQUES AVANT
906,MODIFIER - TUYAUTERIE
907,RECHERCHER PANNE (DIAGNOSTIQUE) - RADIATEUR DU VÉHICULE
908,REMPLACER - PLAQUETTES ARRIÈRE
909,INSPECTER VISUELLEMENT - RADIATEUR DU VÉHICULE
910,REMPLACER - FUSIBLE
911,REMPLACER - DISQUES ARRIÈRE
912,REMPLACER - FREIN COMPLET
913,REMPLACER - PANNE À L'HUILE
914,REMPLACER - DISQUES AVANT
915,RÉPARER - POMPE À ESSENCE
916,REMPLACER - SABOTS ARRIÈRE
917,REMPLACER - PLAQUETTES ARRIÈRE
918,RECHERCHER PANNE (DIAGNOSTIQUE) - CATALYSEUR,REPOSITIONNER - CAPTEUR D'OXYGÈNE,REMPLACER - CATALYSEUR
919,REMPLACER - BANC D'AMÉNAGEMENT
920,REMPLACER - BANC D'AMÉNAGEMENT,AJUSTER - BANC D'AMÉNAGEMENT
921,REMPLACER - BEARING AVANT,RECHERCHER PANNE (DIAGNOSTIQUE) - BEARING AVANT
922,RECHERCHER PANNE (DIAGNOSTIQUE) - BOYAUX À SERVO-DIRECTION
923,PURGER - BOYAUX À SERVO-DIRECTION,REMPLACER - BOYAUX À SERVO-DIRECTION
924,REMPLACER - AVERTISSEUR DE RECUL (BACKUP ALARM)
925,REMPLACER - SCREEN (BOUGIE)
926,REMPLACER - BATTERIE DU VÉHICULE
927,VÉRIFIER - ALTERNATEUR,VÉRIFIER - BATTERIE DU VÉHICULE,SURVOLTER - BATTERIE DU VÉHICULE
928,REMPLACER - MOTEUR DE CHAUFFERETTE,VÉRIFIER - COURROIE MOTEUR,REMPLACER - BOUGIE,REMPLACER - BOBINE D'ALLUMAGE
929,REMPLACER - BATTERIE DU VÉHICULE
930,PURGER - AIR DRYER
931,AJUSTER - BANC D'AMÉNAGEMENT
932,REMPLACER - BATTERIE DU VÉHICULE,VÉRIFIER - BATTERIE DU VÉHICULE,SURVOLTER - BATTERIE DU VÉHICULE
933,RECHERCHER PANNE (DIAGNOSTIQUE) - DÉMARREUR,VÉRIFIER - ALTERNATEUR
934,RÉPARER - CÂBLE ÉLECTRIQUE DE GRUE
935,REMPLACER - THERMISTANCE
936,REMPLACER - THROTTLE BODY
937,RECHERCHER PANNE (DIAGNOSTIQUE) - RELAIS,REMPLACER - RELAIS
938,RECHERCHER PANNE (DIAGNOSTIQUE) - BATTERIE DU VÉHICULE
939,MODIFIER - TÔLE D'ÉCHAPPEMENT (HEAT SHIELD)
940,REMPLACER - ANTENNE
941,REMPLACER - POMPE À ESSENCE,RÉPARER - BOYAUX PRISE D'AIR
942,REMPLACER - BATTERIE DU VÉHICULE,VÉRIFIER - ALTERNATEUR,VÉRIFIER - BATTERIE DU VÉHICULE
943,RECHERCHER PANNE (DIAGNOSTIQUE) - TUYAUTERIE
944,REPROGRAMMER - TÊTE DE CONTRÔLE/ THERMOSTAT
945,VÉRIFIER - ALTERNATEUR,REMPLACER - BATTERIE DU VÉHICULE
946,REMPLACER - PANNE À L'HUILE
947,REMPLACER - CLIGNOTANT
948,REMPLACER - ESSIEU
949,REMPLACER - MIROIR
950,REMPLACER - PLAQUETTES AVANT
951,REMPLACER - BATTERIE DU VÉHICULE
952,REMPLACER - PLAQUETTES ARRIÈRE,REMPLACER - DISQUES ARRIÈRE
953,RECHERCHER PANNE (DIAGNOSTIQUE) - BOYAUX
954,REMPLACER - POMPE À ESSENCE
955,REPROGRAMMER - VALVE TPMS
956,REMPLACER - BATTERIE AUXILIAIRE
957,RECHERCHER PANNE (DIAGNOSTIQUE) - MOTEUR ÉLECTRIQUE
958,REMPLACER - PLAQUETTES ARRIÈRE
959,RECHERCHER PANNE (DIAGNOSTIQUE) - CABURANT
960,REMPLACER - BATTERIE DU VÉHICULE
961,RECHERCHER PANNE (DIAGNOSTIQUE) - LINK DE BARRE STABILISATRICE ARRIÈRE,REMPLACER - LINK DE BARRE STABILISATRICE ARRIÈRE,ESSAI  ROUTIER - LINK DE BARRE STABILISATRICE ARRIÈRE,MODIFIER - FILAGE ÉLECTRIQUE
962,VÉRIFIER - BATTERIE DU VÉHICULE
963,REMPLACER - CLIGNOTANT
964,AJUSTER - PNEU ARRIÈRE,REMPLACER - BATTERIE DU VÉHICULE
965,REMPLACER - PLAQUETTES AVANT
966,REMPLACER - FEUX D'ARRÊT
967,REMPLACER - BOYAUX À SERVO-DIRECTION
968,REMPLACER - DISQUES ARRIÈRE
969,RÉPARER - MARCHE PIED ARRIÈRE
970,REMPLACER - BEARING D'ESSIEU
971,REMPLACER - BOYAUX D'ÉCHAPPEMENT,REMPLACER - UNITÉ COMPLÈTE
972,REPROGRAMMER - SERRURE,SURVOLTER - BATTERIE DU VÉHICULE,REPROGRAMMER - TÊTE DE CONTRÔLE/ THERMOSTAT
973,REMPLACER - FEUX D'ARRÊT
974,RÉPARER - FILAGE ÉLECTRIQUE,REMPLACER - CAPTEUR D'OXYGÈNE
975,REMPLACER - VENTILATEUR DU MOTEUR,MODIFIER - BOÎTIER
976,REMPLACER - BATTERIE DU VÉHICULE
977,REMPLACER - RADIO COM
978,REMPLACER - FREIN COMPLET,REMPLACER - ÉTRIER AVANT
979,RECHERCHER PANNE (DIAGNOSTIQUE) - AIR DRYER
980,REMPLACER - BATTERIE DU VÉHICULE
981,REMPLACER - GASKET PANNE À L'HUILE
982,REMPLACER - PNEU ARRIÈRE
983,RÉPARER - BOYAUX DE TURBO
984,REMPLACER - BRAS D'ESSUIE-GLACE
985,REMPLACER - BRAS D'ESSUIE-GLACE
986,REMPLACER - BANC D'AMÉNAGEMENT
